DomntHnd,FavColor,NumColors,TeamSprt,IndvSprt,SchoolClb,MusicInstrument,BreakfastDrink,FavCookie,FavPizzaTop,DinnerDrink,FavIceCream,FavSeason,SleepHrs,NumOthrCourse,Height,ShoeSize,ShirtSize,AimGrde,FnlGrade
Right,Gray,11,VolleyBall,Pool,none,Trumpet,Coffee,ChocKrinkle,Olives,Milk,Sherbert,Summer,8.0,4,5.0,6.0,MD,A,C
Right,Cyan,11,FieldHockey,Badminton,none,Euphonium,Tea,Crumpets,Olives,Cola,Sherbert,Spring,6.5,4,5.2,8.0,SM,A,C
Right,Black,11,Equestrian,Swimming,none,Drums,Coffee,ChocKrinkle,Peppers,Coffee,MintChip,Summer,7.0,3,4.8,6.5,SM,A,C
Right,Gray,12,FieldHockey,Golf,none,Euphonium,Tea,Crumpets,Peppers,RootBeer,MintChip,Fall,6.5,4,5.0,7.5,SM,A,C
Right,Red,11,AmFtBall,RockClimbing,Robotics,Violin,Tea,ChocKrinkle,Bacon,Water,Chocolate,Fall,6.5,3,5.5,9.0,MD,A,C
Right,Red,11,AmFtBall,RockClimbing,none,Violin,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Summer,6.5,4,4.8,6.0,SM,B,C
Right,White,11,none,Wrestling,Math,Vocal,Coffee,ChocKrinkle,Olives,Tea,Sherbert,Fall,6.5,3,5.5,8.0,SM,A,C
Right,Gray,12,CheerLdng,Golf,Computer,Trumpet,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,6.5,3,5.0,7.5,SM,B,C
Right,Blue,12,none,Golf,Computer,Euphonium,Tea,Crumpets,Mushrooms,Cola,MintChip,Summer,7.0,4,5.2,8.0,SM,A,C
Left,Green,12,Equestrian,RockClimbing,ModelUN,Cello,OJ,Crumpets,Ham,Milk,Vanilla,Summer,8.0,4,5.8,10.0,LG,A,C
Right,Magenta,12,VolleyBall,RockClimbing,Math,Guitar,Water,Oatmeal,PlainCheese,Milk,Pecan,Fall,5.5,5,6.0,8.5,LG,A,B
Right,Blue,12,Cricket,Golf,Math,Cello,Tea,Crumpets,Mushrooms,Milk,Mocha,Fall,6.0,4,6.2,9.5,MD,B,B
Right,Red,11,AmFtBall,none,Robotics,Violin,Fruit,RiceKrispy,Bacon,Water,Chocolate,Autumn,6.0,5,5.8,9.0,LG,A,B
Right,Green,12,Fencing,RockClimbing,ModelUN,Euphonium,OJ,ChocChip,Ham,Milk,Chocolate,Summer,6.0,4,5.5,8.0,SM,A,B
Right,Blue,12,DodgeBall,Wrestling,Chess,Drums,Water,Oatmeal,Sausage,Tea,Chocolate,Winter,7.0,5,5.8,9.5,LG,A,B
Right,Blue,12,VolleyBall,Golf,Robotics,Guitar,Coffee,ChocKrinkle,PlainCheese,Tea,Chocolate,Autumn,5.0,5,5.2,7.5,SM,A,B
Right,Magenta,12,Parkour,Track,Robotics,None,Coffee,ChocKrinkle,Pepperoni,Milk,Pecan,Autumn,5.5,4,6.0,9.0,MD,A,B
Right,Blue,11,Rugby,Golf,Math,Harp,OJ,Oatmeal,Pineapples,Tea,Chocolate,Autumn,5.0,5,5.2,8.0,SM,A,B
Right,Black,11,VolleyBall,Wrestling,Chess,Drums,Water,PeanutButter,Sausage,Tea,Ripple,Winter,6.5,3,6.0,9.0,MD,A,B
Right,Magenta,11,Parkour,Wrestling,ModelUN,Guitar,OJ,none,Pineapples,Tea,Pecan,Summer,5.5,4,5.8,11.0,LG,A,B
Right,Red,12,AmFtBall,Pool,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Milk,Chocolate,Autumn,5.5,4,5.5,8.0,SM,A,B
Right,Red,11,Equestrian,none,none,Violin,Coffee,ChocKrinkle,Bacon,Water,Mocha,Autumn,6.0,5,5.8,7.5,SM,A,B
Right,Yellow,12,Parkour,Badminton,Robotics,Guitar,Water,Oatmeal,PlainCheese,Milk,Chocolate,Spring,5.5,4,6.2,9.0,XL,B,B
Right,Blue,12,VolleyBall,Pool,Robotics,None,OJ,RiceKrispy,Pineapples,Tea,Pecan,Autumn,6.0,4,6.0,9.5,LG,B,B
Right,Blue,12,Equestrian,Wrestling,ModelUN,Euphonium,OJ,PeanutButter,Pineapples,Tea,Pecan,Spring,6.0,5,6.0,9.5,LG,A,B
Right,Blue,12,Equestrian,Track,Debate,Guitar,Water,Oatmeal,PlainCheese,Water,Sherbert,Summer,5.5,4,6.0,10.0,LG,A,B
Right,Blue,12,DodgeBall,Badminton,Debate,None,OJ,PeanutButter,PlainCheese,Tea,Chocolate,Spring,6.5,5,5.5,8.0,SM,A,B
Right,Blue,11,Badminton,Archery,ModelUN,Bass,Water,ChocChip,Ham,Milk,Vanilla,Summer,6.5,4,6.0,9.5,XL,A,B
Right,Red,12,AmFtBall,none,ModelUN,Violin,Coffee,Oatmeal,Bacon,Water,Chocolate,Spring,6.0,4,5.2,7.5,SM,A,B
Right,Yellow,11,CheerLdng,Track,Debate,Trumpet,OJ,PeanutButter,Pineapples,Milk,Mocha,Spring,5.0,5,5.8,10.0,LG,B,B
Right,Blue,11,VolleyBall,Golf,Computer,Cello,Tea,Crumpets,Mushrooms,Cola,Chocolate,Spring,5.5,4,5.5,7.0,SM,A,B
Right,Blue,12,AmFtBall,none,Robotics,Euphonium,OJ,ChocKrinkle,Bacon,Water,Chocolate,Autumn,8.0,4,6.0,9.5,LG,B,B
Right,Blue,12,Parkour,Pool,Photography,Piano,Fruit,PeanutButter,Peppers,Tea,Pecan,Autumn,7.0,4,5.8,9.0,MD,A,B
Right,Blue,12,Tennis,Badminton,Computer,Bass,Water,PeanutButter,PlainCheese,Water,Chocolate,Autumn,5.5,5,5.2,7.0,SM,A,B
Right,Blue,12,Badminton,RockClimbing,ModelUN,Guitar,OJ,ChocChip,Ham,Milk,Vanilla,Summer,6.0,4,5.8,8.5,LG,A,B
Right,Blue,12,Cricket,Golf,Computer,None,OJ,Oatmeal,Mushrooms,Cola,MintChip,Fall,6.5,5,5.5,8.0,SM,B,B
Right,Blue,12,Parkour,Wrestling,Debate,None,Water,Oatmeal,PlainCheese,Water,Chocolate,Winter,6.0,4,4.8,5.5,SM,B,B
Right,Blue,12,Badminton,RockClimbing,Debate,Bass,OJ,ChocChip,Ham,Tea,Vanilla,Summer,6.5,5,5.0,7.5,SM,A,B
Right,Red,11,AmFtBall,none,Chess,Bass,Coffee,RiceKrispy,Bacon,Water,Chocolate,Autumn,6.0,4,5.8,8.0,SM,A,B
Right,Magenta,12,Rugby,Wrestling,Math,Bass,Water,RiceKrispy,Pepperoni,Tea,Chocolate,Spring,6.0,5,5.8,9.5,MD,A,B
Right,Yellow,11,Cricket,RockClimbing,Math,Vocal,OJ,PeanutButter,Pineapples,FruitJuice,Chocolate,Autumn,5.0,4,5.5,8.0,SM,B,B
Right,Magenta,10,Fencing,Badminton,Chess,None,OJ,Oatmeal,Pineapples,Milk,Pecan,Spring,6.0,5,5.8,9.5,LG,B,B
Right,Magenta,12,Parkour,Pool,Chess,Guitar,PruneJuice,PeanutButter,Peppers,Coffee,Pecan,Autumn,5.5,3,4.8,6.0,SM,A,B
Right,Magenta,11,Equestrian,Golf,Math,Piano,PruneJuice,PeanutButter,Peppers,Papaya,Pecan,Autumn,6.0,4,5.8,9.5,XL,A,B
Right,Magenta,11,CheerLdng,Badminton,Chess,None,OJ,Fortune,Pineapples,Milk,Chocolate,Winter,6.5,4,6.0,8.5,LG,A,B
Right,Magenta,12,Soccer,Wrestling,Chess,None,Water,Oatmeal,Sausage,Tea,Ripple,Winter,5.0,5,6.0,10.0,XL,B,B
Right,Green,12,AmFtBall,RockClimbing,ModelUN,Bass,OJ,ChocChip,Pepperoni,Milk,Vanilla,Autumn,5.5,5,6.2,11.0,XL,A,B
Right,Blue,11,Parkour,Swimming,Chess,Drums,OJ,RiceKrispy,Pineapples,Milk,Chocolate,Summer,6.0,4,5.5,8.0,SM,A,B
Right,Yellow,11,Fencing,Swimming,Computer,Violin,OJ,RiceKrispy,Pineapples,Water,Chocolate,Summer,6.5,4,6.2,11.5,LG,A,B
Right,Yellow,12,Badminton,Swimming,Math,None,OJ,PeanutButter,Pineapples,Milk,Chocolate,Summer,7.0,5,5.5,8.0,SM,A,B
Left,Yellow,12,VolleyBall,Archery,ModelUN,Harp,Soda,Fortune,Pepperoni,Milk,Chocolate,Summer,5.5,4,6.0,9.0,LG,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Guitar,OJ,Oatmeal,Sausage,Tea,Ripple,Winter,6.5,4,5.8,9.5,MD,B,B
Right,Green,11,Badminton,RockClimbing,ModelUN,None,Fruit,ChocChip,Pepperoni,Milk,Vanilla,Summer,6.0,4,5.2,7.0,SM,A,B
Right,Red,13,AmFtBall,none,Robotics,Violin,Water,ChocKrinkle,Bacon,Water,Chocolate,Autumn,6.0,4,5.8,8.5,LG,A,B
Right,Blue,12,Badminton,RockClimbing,ModelUN,Guitar,Water,ChocChip,Ham,Milk,Vanilla,Summer,6.0,4,5.5,9.5,LG,A,B
Right,Cyan,12,Equestrian,Track,Debate,Euphonium,Water,Oatmeal,Olives,MilkShake,CreamSicle,Spring,5.0,5,6.0,9.5,LG,A,B
Right,Black,11,DodgeBall,Golf,Math,Drums,OJ,Oatmeal,Sausage,Tea,Ripple,Winter,6.0,4,5.8,8.5,LG,A,B
Right,Blue,12,none,Golf,Computer,Cello,Tea,Crumpets,Mushrooms,Cola,Pecan,Spring,6.5,5,5.5,8.5,MD,B,B
Right,Red,12,DodgeBall,none,Robotics,Guitar,Fruit,ChocKrinkle,Bacon,Water,Chocolate,Autumn,5.5,4,5.2,7.5,SM,A,B
Right,Magenta,11,Parkour,Pool,Photography,Piano,Water,PeanutButter,Peppers,Papaya,Mocha,Summer,5.5,4,5.8,9.0,LG,A,B
Right,Blue,13,Parkour,Swimming,Robotics,Guitar,OJ,RiceKrispy,Mushrooms,Milk,Chocolate,Spring,6.0,5,6.5,11.0,XL,A,B
Right,Cyan,11,Equestrian,Track,Debate,Trumpet,Smoothie,RiceKrispy,Olives,Milk,CreamSicle,Spring,6.0,4,5.8,9.0,LG,A,B
Right,Magenta,11,Parkour,Pool,Photography,None,PruneJuice,PeanutButter,PlainCheese,Milk,Pecan,Autumn,6.5,4,5.8,10.0,LG,A,B
Right,Blue,12,Cricket,Golf,Computer,Cello,Water,PeanutButter,Mushrooms,Cola,MintChip,Fall,6.0,5,5.2,7.5,SM,A,B
Right,Magenta,12,DodgeBall,Badminton,Math,Vocal,Water,Oatmeal,PlainCheese,Water,Chocolate,Summer,5.5,5,5.8,8.5,LG,A,B
Right,Green,11,Badminton,RockClimbing,ModelUN,Bass,OJ,PeanutButter,Ham,Milk,Vanilla,Spring,6.5,4,6.0,9.5,LG,A,B
Right,Red,12,AmFtBall,Swimming,Robotics,Violin,Water,RiceKrispy,Bacon,Water,Chocolate,Autumn,6.5,5,5.5,8.5,LG,A,B
Right,Blue,12,Tennis,Wrestling,Photography,Bass,OJ,PeanutButter,Pineapples,Milk,Chocolate,Spring,5.5,5,6.0,9.5,XL,B,B
Right,Green,11,Badminton,RockClimbing,ModelUN,Drums,OJ,ChocChip,Ham,Milk,Chocolate,Summer,5.0,5,6.0,10.0,LG,A,B
Right,Blue,13,Parkour,Pool,Photography,Piano,PruneJuice,Oatmeal,Peppers,Papaya,Pecan,Summer,6.5,4,5.8,10.5,LG,A,B
Right,Yellow,11,CheerLdng,Swimming,Chess,Euphonium,OJ,PeanutButter,Pineapples,Water,Mocha,Spring,5.5,5,6.2,9.0,XL,A,B
Right,Orange,11,Fencing,Pool,Debate,None,OJ,Oatmeal,Pineapples,Milk,Chocolate,Summer,7.0,5,6.0,9.0,MD,A,B
Right,Blue,12,Parkour,Swimming,Photography,Vocal,OJ,PeanutButter,Pineapples,Water,Chocolate,Summer,5.5,4,6.0,9.5,LG,A,B
Right,Blue,12,DodgeBall,Pool,Chess,None,Water,Oatmeal,Sausage,Tea,Ripple,Winter,6.5,4,6.2,9.0,LG,A,B
Right,Brown,11,Parkour,Pool,Photography,Piano,PruneJuice,RiceKrispy,Peppers,Water,Pecan,Autumn,6.0,5,5.8,9.0,LG,B,B
Right,Magenta,11,Parkour,Pool,ModelUN,Piano,PruneJuice,Oatmeal,Mushrooms,Papaya,Pecan,Autumn,6.5,5,6.2,9.5,LG,A,B
Right,Yellow,12,CheerLdng,Track,Chess,Bass,OJ,PeanutButter,Pineapples,FruitJuice,Chocolate,Fall,6.0,4,5.5,7.0,SM,B,B
Right,Green,11,Badminton,Swimming,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Chocolate,Spring,6.0,4,5.5,8.0,SM,B,B
Right,Blue,12,Equestrian,Track,Robotics,None,OJ,PeanutButter,Pineapples,Water,Strawberry,Summer,6.0,4,5.8,9.5,LG,B,B
Right,Green,12,Badminton,RockClimbing,ModelUN,Vocal,Water,ChocChip,Ham,Milk,Vanilla,Summer,7.0,4,6.5,11.5,XL,A,B
Right,Magenta,11,Parkour,RockClimbing,Photography,Piano,OJ,none,Peppers,Papaya,Pecan,Autumn,6.0,5,5.2,8.0,SM,A,B
Right,Cyan,12,Equestrian,Track,Debate,Euphonium,Smoothie,PeanutButter,Olives,MilkShake,Mocha,Spring,6.5,4,5.2,9.0,MD,A,B
Right,Blue,12,Soccer,Wrestling,Debate,Guitar,OJ,Fortune,Mushrooms,Tea,Pecan,Spring,5.5,4,5.8,8.5,MD,A,B
Right,Cyan,12,Parkour,Track,Debate,Euphonium,Smoothie,Oatmeal,Olives,MilkShake,CreamSicle,Summer,6.0,5,5.8,6.5,SM,B,B
Right,Red,11,AmFtBall,Archery,Robotics,Violin,Coffee,ChocKrinkle,PlainCheese,Water,Chocolate,Summer,5.5,4,6.0,8.5,MD,A,B
Right,Blue,12,Cricket,Golf,Computer,Cello,Fruit,Crumpets,Pepperoni,Cola,MintChip,Spring,7.0,5,5.8,9.0,LG,A,B
Right,Yellow,13,Parkour,Track,Math,Bass,OJ,none,Pineapples,Milk,Pecan,Autumn,6.0,4,6.2,10.5,LG,A,B
Right,Blue,11,Soccer,Wrestling,Math,Euphonium,Fruit,Oatmeal,PlainCheese,Milk,Pecan,Spring,6.5,4,5.8,9.0,LG,B,B
Right,Red,12,AmFtBall,none,Robotics,None,Coffee,ChocKrinkle,Pepperoni,Tea,Chocolate,Autumn,5.5,5,6.2,8.5,XL,A,B
Right,Blue,11,DodgeBall,Wrestling,Computer,Vocal,Coffee,ChocKrinkle,PlainCheese,Tea,Chocolate,Summer,5.5,4,5.5,9.0,LG,B,B
Right,Red,11,Fencing,none,Robotics,Violin,Coffee,Oatmeal,Bacon,Water,Chocolate,Autumn,5.5,4,5.5,9.0,MD,A,B
Right,Blue,11,AmFtBall,Wrestling,Debate,None,Fruit,PeanutButter,PlainCheese,Milk,Mocha,Spring,6.0,5,6.0,10.0,XL,B,B
Right,Yellow,12,Soccer,Badminton,Robotics,Euphonium,Fruit,PeanutButter,PlainCheese,Milk,Chocolate,Spring,5.5,5,5.8,8.5,LG,A,B
Right,Magenta,11,Parkour,RockClimbing,Robotics,None,PruneJuice,PeanutButter,Peppers,Papaya,Pecan,Autumn,5.5,5,5.5,8.0,SM,A,B
Right,Green,12,Badminton,Track,ModelUN,Bass,Coffee,ChocChip,Ham,Coffee,Vanilla,Summer,6.0,4,5.8,9.5,MD,A,B
Right,Green,12,Badminton,Badminton,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Pecan,Summer,6.0,4,5.2,7.0,SM,A,B
Right,Black,12,DodgeBall,Wrestling,Photography,Drums,Water,Oatmeal,Sausage,Water,Mocha,Winter,6.0,5,6.0,9.5,LG,B,B
Right,Brown,11,AmFtBall,Track,Chess,Vocal,OJ,PeanutButter,Pineapples,Milk,Chocolate,Fall,6.0,4,5.2,7.5,SM,A,B
Right,Yellow,12,Soccer,Pool,Chess,None,OJ,PeanutButter,Pepperoni,Milk,Chocolate,Autumn,6.0,4,5.5,8.0,SM,A,B
Right,Brown,11,Tennis,Pool,none,Vocal,Water,PeanutButter,Pepperoni,Water,Pecan,Summer,6.5,4,5.8,9.0,LG,B,B
Right,Magenta,12,VolleyBall,Pool,Photography,Piano,PruneJuice,Oatmeal,Peppers,Papaya,Pecan,Autumn,5.5,5,5.8,10.5,LG,A,B
Right,Blue,12,Tennis,Swimming,Robotics,Harp,OJ,RiceKrispy,Pineapples,Water,Pecan,Summer,6.5,5,5.8,9.5,MD,A,B
Right,Green,11,Badminton,RockClimbing,Computer,Trumpet,OJ,ChocChip,Ham,Water,Vanilla,Summer,6.5,5,5.8,10.0,LG,A,B
Right,Blue,11,Equestrian,Golf,Computer,Cello,Tea,Crumpets,Mushrooms,Milk,Pecan,Fall,6.5,3,6.5,11.0,XL,A,B
Right,Yellow,11,Equestrian,Badminton,Debate,Euphonium,OJ,DoubleChoc,Olives,MilkShake,CreamSicle,Spring,6.0,5,5.2,7.0,SM,A,B
Right,Yellow,12,AmFtBall,Swimming,Computer,None,OJ,RiceKrispy,Pineapples,Tea,Sherbert,Fall,6.0,5,5.5,10.0,MD,B,B
Right,Yellow,11,Parkour,Badminton,Photography,Piano,PruneJuice,Oatmeal,Peppers,Papaya,Pecan,Autumn,6.0,4,6.0,11.0,XL,A,B
Right,Cyan,12,Equestrian,Track,Debate,None,Smoothie,DoubleChoc,PlainCheese,Water,CreamSicle,Spring,5.5,5,6.2,9.5,LG,A,B
Right,Red,11,AmFtBall,none,Robotics,None,Coffee,Fortune,Bacon,Water,Chocolate,Fall,6.0,4,6.0,10.5,XL,A,B
Right,Yellow,11,VolleyBall,Swimming,Chess,Guitar,Coffee,ChocKrinkle,Pepperoni,Milk,Chocolate,Summer,6.0,4,6.2,10.0,LG,A,B
Right,Magenta,12,AmFtBall,none,Robotics,Violin,Water,ChocKrinkle,Bacon,Tea,Chocolate,Autumn,5.5,4,6.5,10.5,XL,A,B
Right,Blue,12,AmFtBall,RockClimbing,Math,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,5.0,4,5.8,8.5,MD,A,B
Right,Yellow,11,AmFtBall,none,Robotics,Bass,Coffee,PeanutButter,Bacon,Water,Chocolate,Autumn,6.0,4,5.5,7.5,SM,A,B
Right,Blue,12,Equestrian,Badminton,Math,Tuba,Soda,Oatmeal,Mushrooms,Coffee,Chocolate,Spring,5.0,4,6.0,9.5,LG,A,B
Right,Blue,12,Equestrian,Golf,Computer,Euphonium,Water,RiceKrispy,PlainCheese,Milk,Mocha,Summer,5.5,4,5.5,9.0,LG,B,B
Right,Yellow,11,FieldHockey,Wrestling,Game,Bass,OJ,Oatmeal,Pepperoni,Water,Mocha,Summer,5.5,4,5.8,8.5,MD,B,B
Right,Blue,11,Soccer,RockClimbing,Debate,Euphonium,Water,PeanutButter,Pepperoni,Water,Chocolate,Summer,5.5,5,6.0,9.0,LG,B,B
Right,Yellow,11,Equestrian,Badminton,ModelUN,Guitar,Coffee,ChocKrinkle,Pepperoni,Milk,Chocolate,Summer,6.0,5,5.8,9.5,LG,A,B
Right,Green,12,VolleyBall,RockClimbing,ModelUN,Bass,OJ,ChocChip,PlainCheese,Milk,Chocolate,Summer,6.0,4,5.2,8.5,MD,A,B
Right,Blue,11,AmFtBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Fall,6.5,5,6.0,10.0,LG,A,B
Right,Green,11,Badminton,RockClimbing,Robotics,Bass,Water,Fortune,Ham,Milk,Vanilla,Summer,5.5,4,5.5,8.5,LG,A,B
Right,Green,11,Badminton,Badminton,Math,Bass,OJ,ChocChip,Ham,Milk,Mocha,Summer,6.5,4,6.0,8.5,LG,A,B
Right,Brown,13,DodgeBall,Wrestling,Math,Drums,Water,Oatmeal,Sausage,Tea,Ripple,Winter,5.5,4,4.8,6.5,SM,A,B
Right,Yellow,12,DodgeBall,Swimming,none,Guitar,OJ,Oatmeal,Pineapples,Tea,Mocha,Spring,6.0,4,6.5,10.5,XL,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Fruit,Oatmeal,Mushrooms,Tea,Chocolate,Winter,6.5,4,5.8,9.5,XL,A,B
Right,Cyan,11,AmFtBall,Swimming,Debate,Euphonium,Smoothie,DoubleChoc,Olives,Tea,CreamSicle,Spring,5.0,4,5.0,8.0,SM,A,B
Right,Cyan,12,Equestrian,RockClimbing,Debate,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,Mocha,Spring,5.5,5,6.0,9.5,LG,B,B
Right,Black,12,Fencing,Wrestling,Chess,None,OJ,Oatmeal,Sausage,Tea,Ripple,Winter,7.0,4,5.0,7.0,SM,A,B
Right,Yellow,10,VolleyBall,Wrestling,Chess,Bass,OJ,RiceKrispy,Mushrooms,Water,Mocha,Fall,6.0,5,6.0,8.5,LG,B,B
Right,Yellow,12,AmFtBall,none,Robotics,Bass,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Summer,5.5,5,6.0,8.5,XL,A,B
Right,Blue,12,VolleyBall,Wrestling,Math,Euphonium,OJ,PeanutButter,Pineapples,Milk,Mocha,Winter,5.5,4,6.0,9.5,LG,A,B
Right,Red,11,FieldHockey,Track,Chess,Violin,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Autumn,6.5,5,5.5,8.5,LG,B,B
Right,Blue,12,AmFtBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Milk,Chocolate,Autumn,6.0,4,5.8,10.0,LG,B,B
Right,Yellow,12,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Chocolate,Summer,6.0,4,5.8,8.0,SM,A,B
Right,Blue,11,Fencing,Swimming,ModelUN,Guitar,Fruit,Sugar,Sausage,Milk,Mocha,Fall,6.5,4,6.0,11.0,LG,A,B
Right,Red,11,AmFtBall,Badminton,Robotics,Violin,Fruit,Oatmeal,Bacon,Water,Chocolate,Autumn,5.0,4,6.0,10.0,LG,B,B
Right,Blue,11,Tennis,Track,Debate,Euphonium,Smoothie,RiceKrispy,Olives,MilkShake,CreamSicle,Spring,6.0,4,6.0,9.0,LG,A,B
Right,Black,11,DodgeBall,Wrestling,Chess,Vocal,Water,RiceKrispy,Sausage,Tea,Ripple,Winter,6.0,4,6.5,11.5,XL,A,B
Right,Blue,13,Cricket,Golf,Computer,Cello,OJ,PeanutButter,Mushrooms,Cola,MintChip,Fall,5.5,4,5.8,9.0,LG,A,B
Right,Magenta,12,Parkour,Pool,Robotics,Piano,Water,PeanutButter,Peppers,Tea,Pecan,Autumn,6.0,4,5.8,8.0,SM,A,B
Right,Red,12,AmFtBall,none,Robotics,Vocal,Coffee,Fortune,Bacon,Water,Chocolate,Spring,7.0,5,6.5,12.0,XL,B,B
Right,Blue,12,Tennis,Badminton,Robotics,Guitar,OJ,Oatmeal,Pineapples,Milk,Chocolate,Summer,5.0,4,6.2,9.0,XL,A,B
Right,Cyan,12,VolleyBall,Track,Debate,Euphonium,OJ,DoubleChoc,Olives,MilkShake,Chocolate,Spring,5.5,5,5.8,10.0,LG,A,B
Right,Blue,12,Rugby,Track,Math,Vocal,OJ,Oatmeal,Pineapples,Coffee,Chocolate,Autumn,6.5,5,5.8,9.5,MD,A,B
Right,Blue,12,Badminton,RockClimbing,ModelUN,Guitar,OJ,ChocChip,Mushrooms,Milk,Vanilla,Summer,5.5,5,5.5,8.0,SM,A,B
Right,Blue,12,Parkour,Badminton,ModelUN,Euphonium,OJ,none,Pineapples,Milk,Chocolate,Summer,5.5,4,6.2,12.0,XXL,A,B
Right,Blue,11,Tennis,Swimming,Computer,Vocal,OJ,Sugar,PlainCheese,Water,Chocolate,Summer,5.5,5,6.2,9.5,LG,A,B
Right,Blue,11,Equestrian,RockClimbing,Debate,Euphonium,Smoothie,PeanutButter,Olives,MilkShake,CreamSicle,Spring,5.5,4,5.8,10.0,LG,A,B
Right,Brown,11,AmFtBall,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Water,Mocha,Spring,6.5,4,6.0,9.5,LG,A,B
Right,Blue,12,Parkour,Pool,none,Piano,PruneJuice,PeanutButter,PlainCheese,Papaya,Pecan,Autumn,7.0,5,6.0,10.5,XL,B,B
Left,Green,11,Badminton,RockClimbing,ModelUN,Euphonium,Water,ChocChip,Ham,Milk,Vanilla,Spring,5.5,5,5.8,8.5,MD,A,B
Right,Cyan,11,Equestrian,Swimming,Game,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,CreamSicle,Autumn,6.0,5,5.8,7.5,SM,A,B
Right,Red,12,AmFtBall,none,Robotics,Bass,Coffee,Fortune,Bacon,Water,Chocolate,Summer,6.0,5,6.0,10.5,XL,B,B
Right,Brown,11,Tennis,Swimming,Chess,Drums,OJ,Oatmeal,Pineapples,Milk,Chocolate,Spring,6.0,4,5.8,10.0,LG,A,B
Right,Cyan,13,Equestrian,RockClimbing,Debate,Vocal,Smoothie,PeanutButter,Olives,MilkShake,CreamSicle,Spring,5.0,5,5.8,8.5,MD,A,B
Right,Blue,11,Fencing,Golf,Chess,Guitar,Coffee,ChocKrinkle,PlainCheese,Tea,Chocolate,Autumn,6.5,5,5.2,8.0,SM,A,B
Right,Yellow,11,Soccer,Wrestling,Chess,Drums,Water,Oatmeal,Pepperoni,Tea,Ripple,Winter,6.5,4,6.0,9.5,LG,B,B
Right,Yellow,12,VolleyBall,none,Robotics,Vocal,Water,Oatmeal,Mushrooms,Water,Strawberry,Summer,6.0,4,5.8,9.5,XL,B,B
Right,Yellow,11,DodgeBall,Wrestling,Math,Drums,Water,Oatmeal,Sausage,Water,Ripple,Winter,6.0,4,5.5,9.0,LG,A,B
Right,Yellow,11,Fencing,Swimming,Math,Euphonium,OJ,PeanutButter,Pineapples,Water,Mocha,Summer,6.0,4,5.8,9.0,LG,A,B
Right,Blue,12,Equestrian,Track,Debate,Euphonium,Smoothie,Oatmeal,Olives,MilkShake,CreamSicle,Fall,6.5,5,6.0,8.5,LG,A,B
Right,Green,12,Soccer,RockClimbing,ModelUN,Bass,Water,ChocChip,Ham,Milk,Vanilla,Summer,5.5,5,6.2,10.5,LG,A,B
Right,Cyan,11,Equestrian,Track,Photography,Euphonium,Water,DoubleChoc,PlainCheese,MilkShake,CreamSicle,Spring,6.5,5,6.0,7.5,SM,A,B
Right,Red,12,Parkour,none,Robotics,Violin,Coffee,ChocKrinkle,Mushrooms,Water,Chocolate,Autumn,5.5,4,5.8,9.5,MD,A,B
Right,Magenta,12,Parkour,Pool,Photography,Guitar,PruneJuice,PeanutButter,Peppers,Papaya,Mocha,Autumn,5.5,5,5.2,7.0,SM,A,B
Right,Magenta,12,Parkour,Pool,ModelUN,Piano,PruneJuice,PeanutButter,Peppers,Milk,Pecan,Spring,5.5,4,5.2,6.0,MD,B,B
Right,Yellow,12,VolleyBall,Archery,Debate,Vocal,OJ,Oatmeal,Pineapples,Milk,Mocha,Summer,6.0,5,6.0,9.5,LG,A,B
Right,Blue,11,Soccer,Badminton,Robotics,Violin,OJ,none,Pineapples,Milk,Pecan,Fall,5.5,4,5.2,8.5,MD,A,B
Right,Yellow,12,VolleyBall,Swimming,Robotics,Vocal,OJ,PeanutButter,Pineapples,Coffee,Pecan,Summer,5.5,4,5.5,7.0,SM,A,B
Right,Yellow,13,DodgeBall,Swimming,Robotics,Vocal,Fruit,PeanutButter,Sausage,Tea,Chocolate,Summer,5.5,5,6.0,9.0,LG,A,B
Right,Blue,12,Fencing,none,Computer,Vocal,OJ,RiceKrispy,Pineapples,Tea,Chocolate,Summer,6.0,4,6.0,9.5,LG,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,OJ,Oatmeal,Mushrooms,Tea,Chocolate,Winter,6.0,4,5.8,9.0,LG,A,B
